year,unemployment,fips
2019,5.6,28045
2019,5.2,28047
2019,5.2,28049
2019,10.3,28051
2019,10.1,28053
2019,11.3,28055
2019,4.7,28057
2019,6,28059
2019,6.8,28061
2019,15.5,28063
2019,6.9,28065
2019,5.4,28067
2019,8,28069
2019,4.5,28071
2019,4.2,28073
2019,5.5,28075
2019,6.8,28077
2019,5.5,28079
2019,4.4,28081
2019,7.5,28083
2019,5.6,28085
2019,5.3,28087
2019,4.4,28089
2019,5.5,28091
2019,5.7,28093
2019,5.5,28095
2019,6,28097
2019,5.9,28099
2019,5.5,28101
2019,7.3,28103
2019,5.6,28105
2019,6.6,28107
2019,5.2,28109
2019,6.7,28111
2019,6.5,28113
2019,4.3,28115
2019,4.9,28117
2019,8.2,28119
2019,3.9,28121
2019,4.5,28123
2019,8.4,28125
2019,5.2,28127
2019,5.2,28129
2019,6.6,28131
2019,8.9,28133
2019,5.8,28135
2019,5.6,28137
2019,5.1,28139
2019,5.1,28141
2019,6.2,28143
2019,4.2,28145
2019,7.3,28147
2019,6,28149
2019,7.6,28151
2019,6.1,28153
2019,5.6,28155
2019,10.1,28157
2019,6.1,28159
2019,5.7,28161
2019,6.4,28163
2019,3.9,29001
2019,2.8,29003
2019,3.7,29005
2019,3.4,29007
2019,3.5,29009
2019,3.4,29011
2019,4,29013
2019,4.8,29015
2019,3.9,29017
2019,2.4,29019
2019,3.1,29021
2019,4.7,29023
2019,3.2,29025
2019,2.9,29027
2019,4.5,29029
2019,2.9,29031
2019,3.2,29033
2019,4.9,29035
2019,3,29037
2019,3.7,29039
2019,3,29041
2019,2.7,29043
2019,3.6,29045
2019,2.9,29047
2019,3,29049
2019,2.6,29051
2019,3.7,29053
2019,3.8,29055
2019,3.1,29057
2019,4.5,29059
2019,3.3,29061
2019,3.1,29063
2019,3.6,29065
2019,5.1,29067
2019,5.5,29069
2019,3.2,29071
2019,3.4,29073
2019,2.7,29075
2019,2.7,29077
2019,3.5,29079
2019,3.3,29081
2019,3.7,29083
2019,4.2,29085
2019,2.8,29087
2019,3.1,29089
2019,4.1,29091
2019,4.8,29093
2019,3.7,29095
2019,3,29097
2019,3.1,29099
2019,3.7,29101
2019,2.9,29103
2019,6.9,29105
2019,3.1,29107
2019,3.5,29109
2019,3.2,29111
2019,3.3,29113
2019,4.9,29115
2019,2.5,29117
2019,3.3,29119
2019,3.4,29121
2019,3.4,29123
2019,3.5,29125
2019,3.2,29127
2019,3.2,29129
2019,3.8,29131
2019,4.1,29133
2019,3,29135
2019,4.2,29137
2019,3.1,29139
2019,4.3,29141
2019,4.3,29143
2019,3.3,29145
2019,3,29147
2019,3.9,29149
2019,2.4,29151
2019,5.8,29153
2019,5,29155
2019,2.6,29157
2019,3.5,29159
2019,3.3,29161
2019,3.6,29163
2019,2.7,29165
2019,3.4,29167
2019,4.1,29169
2019,3.7,29171
2019,3.1,29173
2019,3.9,29175
2019,3.6,29177
2019,3.7,29179
2019,5.5,29181
2019,2.5,29183
2019,4.6,29185
2019,2.7,29186
2019,3.7,29187
2019,3.1,29189
2019,3.2,29195
2019,4.4,29197
2019,3.1,29199
2019,3.5,29201
2019,5.6,29203
2019,3,29205
2019,4.7,29207
2019,5,29209
2019,3.5,29211
2019,5.1,29213
2019,4.5,29215
2019,3.5,29217
2019,2.9,29219
2019,4.5,29221
2019,4.8,29223
2019,3.6,29225
2019,2.7,29227
2019,5.3,29229
2019,3.9,29510
2019,2.9,30001
2019,7.4,30003
2019,3.5,30005
2019,4,30007
2019,3.4,30009
2019,2.8,30011
2019,3.4,30013
2019,2.7,30015
2019,2.9,30017
2019,2,30019
2019,2.4,30021
2019,3.2,30023
2019,1.8,30025
2019,3.1,30027
2019,4.7,30029
2019,2.3,30031
2019,2.4,30033
2019,7.5,30035
2019,4.1,30037
2019,5.7,30039
2019,3.7,30041
2019,3.3,30043
2019,3.1,30045
2019,4.2,30047
2019,3,30049
2019,2.5,30051
2019,7.2,30053
2019,2,30055
2019,3.2,30057
2019,3.5,30059
2019,5.7,30061
2019,3.2,30063
2019,3.9,30065
2019,3.4,30067
2019,3.6,30069
2019,3.7,30071
2019,3.8,30073
2019,2.4,30075
2019,3.6,30077
2019,3.8,30079
2019,4,30081
2019,2.7,30083
2019,4.3,30085
2019,5,30087
2019,5.9,30089
2019,2.2,30091
2019,3.8,30093
2019,3.1,30095
2019,2.8,30097
2019,3.3,30099
2019,2.4,30101
2019,2.7,30103
2019,3.2,30105
2019,3.8,30107
2019,3,30109
2019,3.2,30111
2019,3.2,31001
2019,2.6,31003
2019,5.4,31005
2019,3.7,31007
2019,5,31009
2019,2.7,31011
2019,3.2,31013
2019,3.3,31015
2019,3.5,31017
2019,2.6,31019
2019,3.4,31021
2019,2.6,31023
2019,3.3,31025
2019,2.5,31027
2019,2.3,31029
2019,2.4,31031
2019,3.7,31033
2019,3.2,31035
2019,2.7,31037
2019,2.7,31039
2019,2.4,31041
2019,3.9,31043
2019,2.9,31045
2019,3,31047
2019,2.9,31049
2019,3.1,31051
2019,2.9,31053
2019,3.3,31055
2019,2.6,31057
2019,2.6,31059
2019,3.4,31061
2019,3.3,31063
2019,2.8,31065
2019,3.6,31067
2019,2.9,31069
2019,2.7,31071
2019,2.6,31073
2019,2.8,31075
2019,2.9,31077
2019,3.5,31079
2019,3,31081
2019,2.8,31083
2019,2.4,31085
2019,3.4,31087
2019,2.6,31089
2019,3.1,31091
2019,3.5,31093
2019,2.7,31095
2019,3.5,31097
2019,2.3,31099
2019,3.2,31101
2019,2.5,31103
2019,3,31105
2019,3,31107
2019,2.8,31109
2019,3.5,31111
2019,3,31113
2019,4,31115
2019,2.7,31117
2019,2.8,31119
2019,3.2,31121
2019,2.9,31123
2019,3,31125
2019,3.7,31127
2019,2.7,31129
2019,3.2,31131
2019,2.9,31133
2019,2.3,31135
2019,2.6,31137
2019,2.7,31139
2019,2.9,31141
2019,2.8,31143
2019,2.8,31145
2019,3.2,31147
2019,3.1,31149
2019,3.2,31151
2019,2.9,31153
2019,2.8,31155
2019,3.7,31157
2019,2.9,31159
2019,2.8,31161
2019,3.2,31163
2019,2.8,31165
2019,2.6,31167
2019,2.7,31169
2019,3.5,31171
2019,4.5,31173
2019,3.2,31175
2019,2.9,31177
2019,2.6,31179
2019,3.5,31181
2019,2.8,31183
2019,2.7,31185
2019,3.5,32001
2019,4,32003
2019,3.9,32005
2019,3,32007
2019,3.7,32009
2019,2.4,32011
2019,2.9,32013
2019,3.2,32015
2019,4,32017
2019,4.7,32019
2019,4,32021
2019,5.1,32023
2019,4,32027
2019,3.7,32029
2019,3.2,32031
2019,3,32033
2019,3.9,32510
2019,2.5,33001
2019,2.5,33003
2019,2.6,33005
2019,3.2,33007
2019,2.2,33009
2019,2.6,33011
2019,2.3,33013
2019,2.7,33015
2019,2.3,33017
2019,2.3,33019
2019,5.1,34001
2019,2.9,34003
2019,3.3,34005
2019,4,34007
2019,7.2,34009
2019,5.5,34011
2019,4.5,34013
2019,3.7,34015
2019,3.3,34017
2019,2.8,34019
2019,3.2,34021
2019,3.1,34023
2019,3.2,34025
2019,2.8,34027
2019,3.7,34029
2019,4.3,34031
2019,4.8,34033
2019,3,34035
2019,3.4,34037
2019,3.7,34039
2019,3.3,34041
2019,4.4,35001
2019,6.2,35003
2019,4.9,35005
2019,6.3,35006
2019,4.7,35007
2019,4.1,35009
2019,4.3,35011
2019,5.7,35013
2019,3.1,35015
2019,4.8,35017
2019,5.3,35019
2019,5.1,35021
2019,4.3,35023
2019,3.9,35025
2019,4.6,35027
2019,3.2,35028
2019,12.2,35029
2019,7,35031
2019,6,35033
2019,4.9,35035
2019,5.2,35037
2019,5.3,35039
2019,4.5,35041
2019,4.8,35043
2019,5.7,35045
2019,5.8,35047
2019,3.9,35049
2019,6.8,35051
2019,5.8,35053
2019,6,35055
2019,6.8,35057
2019,3.5,35059
2019,5.3,35061
2019,3.6,36001
2019,5.5,36003
2019,5.4,36005
2019,4.7,36007
2019,5.1,36009
2019,4.3,36011
2019,4.7,36013
2019,4.2,36015
2019,4.4,36017
2019,4.4,36019
2019,3.2,36021
2019,4.9,36023
2019,4.7,36025
2019,3.6,36027
2019,4.3,36029
2019,4.7,36031
2019,4.9,36033
2019,5,36035
2019,3.9,36037
2019,4.5,36039
2019,6,36041
2019,4.9,36043
2019,5.6,36045
2019,4.1,36047
2019,5.5,36049
2019,4.2,36051
2019,4.5,36053
2019,4.2,36055
2019,5.1,36057
2019,3.4,36059
2019,3.5,36061
2019,5,36063
2019,4.3,36065
2019,3.9,36067
2019,3.9,36069
2019,3.8,36071
2019,4.7,36073
2019,5.4,36075
2019,4.2,36077
2019,3.7,36079
2019,3.5,36081
2019,3.8,36083
2019,3.9,36085
2019,3.6,36087
2019,5.5,36089
2019,3.4,36091
2019,3.8,36093
2019,4.7,36095
2019,4.7,36097
2019,3.8,36099
2019,4.6,36101
2019,3.7,36103
2019,4,36105
2019,4.1,36107
2019,3.6,36109
2019,3.8,36111
2019,4.6,36113
2019,4.1,36115
2019,4,36117
2019,3.8,36119
2019,4.4,36121
2019,3.7,36123
2019,3.8,37001
2019,3.3,37003
2019,4.8,37005
2019,4.2,37007
2019,3.7,37009
2019,3.7,37011
2019,4.6,37013
2019,4.8,37015
2019,4.8,37017
2019,5.2,37019
2019,3,37021
2019,3.7,37023
2019,3.6,37025
2019,4.1,37027
2019,3.9,37029
2019,4.2,37031
2019,4.5,37033
2019,3.6,37035
2019,3.4,37037
2019,4.5,37039
2019,4.7,37041
2019,4.5,37043
2019,4,37045
2019,4.9,37047
2019,4.1,37049
2019,5.1,37051
2019,3.6,37053
2019,4.7,37055
2019,3.7,37057
2019,3.4,37059
2019,4.1,37061
2019,3.4,37063
2019,5.9,37065
2019,3.7,37067
2019,4,37069
2019,3.9,37071
2019,4.1,37073
2019,5.4,37075
2019,3.4,37077
2019,3.8,37079
2019,4.1,37081
2019,5.7,37083
2019,4.6,37085
2019,3.4,37087
2019,3.3,37089
2019,5.2,37091
2019,4.9,37093
2019,8.6,37095
2019,3.6,37097
2019,4.1,37099
2019,3.6,37101
2019,3.9,37103
2019,4.5,37105
2019,3.8,37107
2019,3.5,37109
2019,3.8,37111
2019,3.9,37113
2019,3.6,37115
2019,5.1,37117
2019,3.6,37119
2019,4.6,37121
2019,4,37123
2019,3.8,37125
2019,4.8,37127
2019,3.6,37129
2019,5.2,37131
2019,4.6,37133
2019,3.3,37135
2019,3.8,37137
2019,4.6,37139
2019,3.9,37141
2019,5,37143
2019,4.2,37145
2019,4.2,37147
2019,3.8,37149
2019,3.8,37151
2019,5.3,37153
2019,5.4,37155
2019,4.4,37157
2019,4,37159
2019,4.9,37161
2019,3.9,37163
2019,6.6,37165
2019,3.7,37167
2019,3.6,37169
2019,3.7,37171
2019,4,37173
2019,3.7,37175
2019,5.9,37177
2019,3.5,37179
2019,5.8,37181
2019,3.3,37183
2019,5.7,37185
2019,5.9,37187
2019,3.5,37189
2019,4.1,37191
2019,4.1,37193
2019,5.8,37195
2019,3.4,37197
2019,3.8,37199
2019,2.2,38001
2019,3,38003
2019,4.2,38005
2019,2.6,38007
2019,3.3,38009
2019,1.6,38011
2019,2.3,38013
2019,2.4,38015
2019,2,38017
2019,2.8,38019
2019,1.9,38021
2019,1.4,38023
2019,1.6,38025
2019,4.5,38027
2019,4.1,38029
2019,2.7,38031
2019,1.8,38033
2019,2.1,38035
2019,2.3,38037
2019,2.5,38039
2019,2,38041
2019,4,38043
2019,2.1,38045
2019,2.3,38047
2019,3.5,38049
2019,3,38051
2019,1.6,38053
2019,3.2,38055
2019,4.2,38057
2019,3,38059
2019,1.4,38061
2019,3.1,38063
2019,3.7,38065
2019,3.5,38067
2019,3.2,38069
2019,2.9,38071
2019,1.7,38073
2019,2.5,38075
2019,2.3,38077
2019,8.2,38079
2019,1.8,38081
2019,4.3,38083
2019,3.9,38085
2019,2.3,38087
2019,2,38089
2019,2.1,38091
2019,2.3,38093
2019,2.8,38095
2019,2.6,38097
2019,3.3,38099
2019,2.5,38101
2019,3.1,38103
2019,1.8,38105
2019,6.8,39001
2019,4,39003
2019,4.2,39005
2019,4.8,39007
2019,5.3,39009
2019,3,39011
2019,5.6,39013
2019,5,39015
2019,3.8,39017
2019,5,39019
2019,3.7,39021
2019,4.3,39023
2019,3.7,39025
2019,4.7,39027
2019,4.8,39029
2019,5.8,39031
2019,4.7,39033
2019,4.2,39035
2019,3.7,39037
2019,4.2,39039
2019,3.1,39041
2019,4.9,39043
2019,3.7,39045
2019,3.9,39047
2019,3.5,39049
2019,4.1,39051
2019,5.4,39053
2019,3.5,39055
2019,3.7,39057
2019,5.5,39059
2019,3.8,39061
2019,3.2,39063
2019,4.2,39065
2019,5.3,39067
2019,4.6,39069
2019,5.2,39071
2019,4.6,39073
2019,3,39075
2019,5.7,39077
2019,6.2,39079
2019,5.9,39081
2019,3.9,39083
2019,3.7,39085
2019,5.2,39087
2019,3.7,39089
2019,3.6,39091
2019,4.3,39093
2019,4.7,39095
2019,3.4,39097
2019,5.7,39099
2019,4.1,39101
2019,3.4,39103
2019,6.9,39105
2019,2.6,39107
2019,3.7,39109
2019,8.3,39111
2019,4.2,39113
2019,6.5,39115
2019,4.1,39117
2019,4.9,39119
2019,6.9,39121
2019,5.6,39123
2019,3.8,39125
2019,5.2,39127
2019,4,39129
2019,6.2,39131
2019,4.2,39133
2019,3.8,39135
2019,3.1,39137
2019,4.5,39139
2019,4.2,39141
2019,4.3,39143
2019,6.3,39145
2019,4.1,39147
2019,3.5,39149
2019,4.5,39151
2019,4.3,39153
2019,6.1,39155
2019,4.3,39157
2019,3.2,39159
2019,3.3,39161
2019,5.6,39163
2019,3.5,39165
2019,5.4,39167
2019,3.2,39169
2019,3.3,39171
2019,3.7,39173
2019,3.1,39175
2019,4.2,40001
2019,2.1,40003
2019,4.3,40005
2019,2,40007
2019,3.2,40009
2019,2,40011
2019,3,40013
2019,3.6,40015
2019,2.9,40017
2019,3.4,40019
2019,4,40021
2019,4.8,40023
2019,1.7,40025
2019,2.8,40027
2019,3.9,40029
2019,3.7,40031
2019,3.2,40033
2019,3.6,40035
2019,3.7,40037
2019,2.5,40039
2019,3.8,40041
2019,2.1,40043
2019,2.5,40045
2019,3,40047
2019,3.2,40049
2019,3.1,40051
2019,2.1,40053
2019,4.2,40055
2019,2.9,40057
2019,2.9,40059
2019,5.3,40061
2019,4.9,40063
2019,2.9,40065
2019,3.2,40067
2019,4.3,40069
2019,4.3,40071
2019,2,40073
2019,3.8,40075
2019,6.3,40077
2019,4.7,40079
2019,3.5,40081
2019,2.9,40083
2019,2.3,40085
2019,2.7,40087
2019,5.7,40089
2019,5.8,40091
2019,2.1,40093
2019,3.5,40095
2019,3.1,40097
2019,3,40099
2019,3.9,40101
2019,2.5,40103
2019,3.5,40105
2019,4.6,40107
2019,3.1,40109
2019,4.9,40111
2019,3.8,40113
2019,3.4,40115
2019,3.9,40117
2019,2.9,40119
2019,4.2,40121
2019,3.1,40123
2019,3.6,40125
2019,5,40127
2019,3,40129
2019,3.1,40131
2019,4.8,40133
2019,4.1,40135
2019,4.3,40137
2019,2,40139
2019,3.7,40141
2019,3.2,40143
2019,3.1,40145
2019,3.4,40147
2019,3.4,40149
2019,2.1,40151
2019,2.9,40153
2019,4.6,41001
2019,2.9,41003
2019,3.4,41005
2019,3.7,41007
2019,4.5,41009
2019,4.9,41011
2019,5.3,41013
2019,5.2,41015
2019,3.9,41017
2019,4.9,41019
2019,3.7,41021
2019,6.9,41023
2019,5.3,41025
2019,3.2,41027
2019,4.4,41029
2019,5.1,41031
2019,5,41033
2019,6.2,41035
2019,5.4,41037
2019,4.1,41039
2019,4.3,41041
2019,4.3,41043
2019,4.1,41045
2019,3.9,41047
2019,4.1,41049
2019,3.3,41051
2019,4.1,41053
2019,3.4,41055
2019,3.9,41057
2019,4.8,41059
2019,4.8,41061
2019,5.8,41063
2019,4.1,41065
2019,3.1,41067
2019,4.3,41069
2019,3.4,41071
2019,3.3,42001
2019,4.1,42003
2019,5.1,42005
2019,4.5,42007
2019,4.7,42009
2019,4.3,42011
2019,4.5,42013
2019,4.4,42015
2019,3.8,42017
2019,3.9,42019
2019,5.3,42021
2019,6,42023
2019,5.4,42025
2019,3.3,42027
2019,3.2,42029
2019,4.9,42031
2019,5.2,42033
2019,5.4,42035
2019,4.8,42037
2019,4.7,42039
2019,3.4,42041
2019,4,42043
2019,4,42045
2019,4.9,42047
2019,4.6,42049
2019,5.9,42051
2019,6.8,42053
2019,3.8,42055
2019,4.4,42057
2019,5.1,42059
2019,5.9,42061
2019,5,42063
2019,4.7,42065
2019,4.4,42067
2019,4.9,42069
2019,3.4,42071
2019,5.1,42073
2019,3.9,42075
2019,4.5,42077
2019,5.7,42079
2019,4.8,42081
2019,5.3,42083
2019,4.9,42085
2019,4.7,42087
2019,5.4,42089
2019,3.5,42091
2019,3.6,42093
2019,4.5,42095
2019,5.6,42097
2019,3.7,42099
2019,5.5,42101
2019,5.6,42103
2019,5.9,42105
2019,5.4,42107
2019,5.4,42109
2019,5.3,42111
2019,5.2,42113
2019,4.3,42115
2019,5.3,42117
2019,4,42119
2019,4.9,42121
2019,4.5,42123
2019,4.5,42125
2019,4.7,42127
2019,4.5,42129
2019,4.9,42131
2019,3.8,42133
2019,3,44001
2019,3.2,44003
2019,3.1,44005
2019,3.9,44007
2019,3.1,44009
2019,3.4,45001
2019,2.9,45003
2019,5.3,45005
2019,2.7,45007
2019,5.6,45009
2019,4.3,45011
2019,2.6,45013
2019,2.5,45015
2019,3.6,45017
2019,2.3,45019
2019,3.1,45021
2019,4.1,45023
2019,2.9,45025
2019,3.9,45027
2019,3.2,45029
2019,3.4,45031
2019,4.1,45033
2019,2.5,45035
2019,2.8,45037
2019,4.4,45039
2019,2.9,45041
2019,3.8,45043
2019,2.4,45045
2019,3.1,45047
2019,2.7,45049
2019,3.6,45051
2019,2.5,45053
2019,3,45055
2019,3.3,45057
2019,3,45059
2019,4,45061
2019,2.3,45063
2019,3.1,45065
2019,4.3,45067
2019,4.8,45069
2019,2.7,45071
2019,2.8,45073
2019,4.8,45075
2019,2.8,45077
2019,2.8,45079
2019,2.7,45081
2019,2.6,45083
2019,3.4,45085
2019,3.5,45087
2019,4.6,45089
2019,2.8,45091
2019,2.8,46003
2019,3.2,46005
2019,5.4,46007
2019,3.2,46009
2019,3.3,46011
2019,3.1,46013
2019,3.1,46015
2019,6.6,46017
2019,3.4,46019
2019,3.6,46021
2019,3.7,46023
2019,4,46025
2019,3.3,46027
2019,3.2,46029
2019,5.8,46031
2019,4.4,46033
2019,2.9,46035
2019,4.6,46037
2019,4.8,46039
2019,8.3,46041
2019,2.8,46043
2019,3,46045
2019,4.3,46047
2019,3.3,46049
2019,3.4,46051
2019,3.5,46053
2019,2.9,46055
2019,3.3,46057
2019,2.8,46059
2019,4.7,46061
2019,2.8,46063
2019,2.7,46065
2019,3.1,46067
2019,3.5,46069
2019,5.7,46071
2019,2.8,46073
2019,3.1,46075
2019,3,46077
2019,3.6,46079
2019,3.2,46081
2019,2.6,46083
2019,4.8,46085
2019,2.9,46087
2019,4.3,46089
2019,3.8,46091
2019,3.6,46093
2019,5.7,46095
2019,3.1,46097
2019,2.9,46099
2019,3.6,46101
2019,9.7,46102
2019,3.4,46103
2019,3.1,46105
2019,3.2,46107
2019,4.3,46109
2019,3.1,46111
2019,3.4,46115
2019,3,46117
2019,2.9,46119
2019,6.5,46121
2019,2.9,46123
2019,3,46125
2019,3.4,46127
2019,5.5,46129
2019,2.9,46135
2019,5.6,46137
2019,3.6,47001
2019,3.7,47003
2019,4.5,47005
2019,5.4,47007
2019,3.2,47009
2019,3.5,47011
2019,4.6,47013
2019,3.1,47015
2019,4.8,47017
2019,4.1,47019
2019,2.6,47021
2019,3.4,47023
2019,4.2,47025
2019,6,47027
2019,4.5,47029
2019,3.3,47031
2019,3.5,47033
2019,4.5,47035
2019,2.5,47037
2019,5.3,47039
2019,4.3,47041
2019,3,47043
2019,4.9,47045
2019,3.6,47047
2019,4.2,47049
2019,3.3,47051
2019,4.2,47053
2019,3.9,47055
2019,4,47057
2019,4.7,47059
2019,4.1,47061
2019,3.9,47063
2019,3.2,47065
2019,5.9,47067
2019,5,47069
2019,4.3,47071
2019,4.1,47073
2019,4.9,47075
2019,4.3,47077
2019,4.1,47079
2019,3.1,47081
2019,4.6,47083
2019,3.8,47085
2019,4.6,47087
2019,3.7,47089
2019,3.5,47091
2019,2.9,47093
2019,5.7,47095
2019,5.4,47097
2019,4.1,47099
2019,4,47101
2019,3.6,47103
2019,3.4,47105
2019,3.8,47107
2019,5.2,47109
2019,3.1,47111
2019,3.6,47113
2019,4.3,47115
2019,3.5,47117
2019,3.2,47119
2019,4.6,47121
2019,3.7,47123
2019,3.8,47125
2019,2.9,47127
2019,4.1,47129
2019,4.9,47131
2019,3.8,47133
2019,5,47135
2019,4.7,47137
2019,4,47139
2019,3.5,47141
2019,5.7,47143
2019,4,47145
2019,2.9,47147
2019,2.6,47149
2019,4.4,47151
2019,4.2,47153
2019,3.3,47155
2019,4,47157
2019,3,47159
2019,4.5,47161
2019,3.7,47163
2019,2.7,47165
2019,3.9,47167
2019,3.1,47169
2019,5,47171
2019,4,47173
2019,4.5,47175
2019,4.1,47177
2019,3.5,47179
2019,4.7,47181
2019,4,47183
2019,3.7,47185
2019,2.4,47187
2019,2.7,47189
2019,2.9,48001
2019,2.2,48003
2019,4,48005
2019,4.3,48007
2019,2.8,48009
2019,2.7,48011
2019,3.6,48013
2019,3.4,48015
2019,3.7,48017
2019,3.3,48019
2019,3,48021
2019,2.3,48023
2019,4.4,48025
2019,3.8,48027
2019,3.1,48029
2019,2.4,48031
2019,2.5,48033
2019,3.4,48035
2019,4.4,48037
2019,4.2,48039
2019,2.7,48041
2019,2.9,48043
2019,3.5,48045
2019,5.1,48047
2019,3.7,48049
2019,3.1,48051
2019,2.7,48053
2019,3.3,48055
2019,3.2,48057
2019,3.1,48059
2019,5.5,48061
2019,4.2,48063
2019,2.6,48065
2019,4.3,48067
2019,2.8,48069
2019,4.5,48071
2019,3.8,48073
2019,2.7,48075
2019,3.1,48077
2019,3.4,48079
2019,3.2,48081
2019,4.1,48083
2019,3.1,48085
2019,3.2,48087
2019,3.1,48089
2019,3,48091
2019,3.2,48093
2019,3.2,48095
2019,2.8,48097
2019,3.9,48099
2019,4.2,48101
2019,4,48103
2019,2.9,48105
2019,3.9,48107
2019,4,48109
2019,1.9,48111
2019,3.5,48113
2019,3.9,48115
2019,2.8,48117
2019,3.4,48119
2019,3,48121
2019,2.6,48123
2019,4.4,48125
2019,2.5,48127
2019,3.5,48129
2019,4.5,48131
2019,3.3,48133
2019,2.6,48135
2019,2.3,48137
2019,3.1,48139
2019,3.8,48141
2019,3.2,48143
2019,3.3,48145
2019,2.7,48147
2019,2.6,48149
2019,2.9,48151
2019,4.3,48153
2019,3.1,48155
2019,3.5,48157
2019,3.6,48159
2019,4.8,48161
2019,2.6,48163
2019,2.4,48165
2019,4,48167
2019,2.7,48169
2019,2.4,48171
2019,2.1,48173
2019,3.4,48175
2019,2.7,48177
2019,3.6,48179
2019,3.1,48181
2019,3.7,48183
2019,3.9,48185
2019,2.9,48187
2019,4.5,48189
2019,4.1,48191
2019,3,48193
2019,2.3,48195
2019,3,48197
2019,4.6,48199
2019,3.8,48201
2019,4,48203
2019,1.6,48205
2019,3.3,48207
2019,2.8,48209
2019,2.7,48211
2019,3.5,48213
2019,6.2,48215
2019,3.3,48217
2019,3,48219
2019,3.4,48221
2019,3.1,48223
2019,3.1,48225
2019,3.1,48227
2019,4.4,48229
2019,3.5,48231
2019,4.4,48233
2019,2.4,48235
2019,3.1,48237
2019,3,48239
2019,6.1,48241
2019,2.9,48243
2019,5.8,48245
2019,4.8,48247
2019,4.7,48249
2019,3.2,48251
2019,4.3,48253
2019,2.5,48255
2019,3.3,48257
2019,2.7,48259
2019,3.6,48261
2019,2.3,48263
2019,3,48265
2019,3.1,48267
2019,2.1,48269
2019,3.6,48271
2019,4.4,48273
2019,3.3,48275
2019,3.4,48277
2019,3.8,48279
2019,3.3,48281
2019,2.4,48283
2019,3,48285
2019,2.6,48287
2019,4.4,48289
2019,5,48291
2019,3.9,48293
2019,2.6,48295
2019,3.1,48297
2019,3.4,48299
2019,0.7,48301
2019,2.8,48303
2019,3,48305
2019,5.2,48307
2019,3.3,48309
2019,1.6,48311
2019,4.3,48313
2019,4.3,48315
2019,2.6,48317
2019,3.2,48319
2019,5.7,48321
2019,7.5,48323
2019,3.1,48325
2019,3.5,48327
2019,2.1,48329
2019,5,48331
2019,3.3,48333
2019,3.5,48335
2019,2.8,48337
2019,3.4,48339
2019,2.3,48341
2019,5.3,48343
2019,3.5,48345
2019,3.7,48347
2019,3.2,48349
2019,6.3,48351
2019,2.9,48353
2019,4.1,48355
2019,2.7,48357
2019,2.8,48359
2019,5.2,48361
2019,3.1,48363
2019,4,48365
2019,2.9,48367
2019,2.2,48369
2019,3.3,48371
2019,4.7,48373
2019,2.7,48375
2019,6.5,48377
2019,3,48379
2019,2.4,48381
2019,2.5,48383
2019,4,48385
2019,4.6,48387
2019,1.7,48389
2019,3.7,48391
2019,3.1,48393
2019,3.6,48395
2019,3.1,48397
2019,2.8,48399
2019,3.6,48401
2019,6.6,48403
2019,4.8,48405
2019,4.6,48407
2019,5.4,48409
2019,2.9,48411
2019,2.9,48413
2019,3.2,48415
2019,2.2,48417
2019,3.9,48419
2019,2.3,48421
2019,3.3,48423
2019,3.6,48425
2019,9.8,48427
2019,3.1,48429
2019,3.1,48431
2019,2.9,48433
2019,3.7,48435
2019,3.7,48437
2019,3.3,48439
2019,2.9,48441
2019,3.4,48443
2019,3.7,48445
2019,3.8,48447
2019,4.2,48449
2019,3,48451
2019,2.6,48453
2019,4.8,48455
2019,5.8,48457
2019,3.7,48459
2019,2.9,48461
2019,3.8,48463
2019,3.4,48465
2019,3.3,48467
2019,3.4,48469
2019,3.9,48471
2019,3.7,48473
2019,2.3,48475
2019,3.3,48477
2019,3.7,48479
2019,3.4,48481
2019,3,48483
2019,3.2,48485
2019,3.6,48487
2019,8.2,48489
2019,2.8,48491
2019,2.8,48493
2019,2.8,48495
2019,3.2,48497
2019,3.9,48499
2019,2.9,48501
2019,3,48503
2019,5.1,48505
2019,8.5,48507
2019,3,49001
2019,2.6,49003
2019,2.2,49005
2019,3.7,49007
2019,3.8,49009
2019,2.4,49011
2019,3.9,49013
2019,4,49015
2019,6.2,49017
2019,3.9,49019
2019,2.9,49021
2019,2.5,49023
2019,2.9,49025
2019,2.8,49027
2019,2.4,49029
2019,4.8,49031
2019,3.1,49033
2019,2.5,49035
2019,5.1,49037
2019,3.2,49039
2019,3.1,49041
2019,2.4,49043
2019,2.9,49045
2019,4.2,49047
2019,2.4,49049
2019,2.7,49051
2019,3,49053
2019,5.5,49055
2019,3,49057
2019,2.3,50001
2019,2.9,50003
2019,3,50005
2019,1.8,50007
2019,3.2,50009
2019,2.3,50011
2019,2.9,50013
2019,3.1,50015
2019,2.4,50017
2019,4.2,50019
2019,2.8,50021
2019,2.3,50023
2019,2.6,50025
2019,2.1,50027
2019,3.5,51001
2019,2.5,51003
2019,3.4,51005
2019,3.2,51007
2019,3.2,51009
2019,3.5,51011
2019,1.9,51013
2019,2.4,51015
2019,2.5,51017
2019,2.9,51019
2019,2.8,51021
2019,2.5,51023
2019,4.7,51025
2019,5.6,51027
2019,4.2,51029
2019,3.1,51031
2019,3.2,51033
2019,3.6,51035
2019,3.4,51036
2019,3.5,51037
2019,2.7,51041
2019,2.5,51043
2019,3.2,51045
2019,2.6,51047
2019,3,51049
2019,4.9,51051
2019,3.3,51053
2019,3.5,51057
