key,value
47013,1104
47015,432
47017,1169
47019,1666
47021,1097
47023,741
47025,543
47027,418
47029,1150
47031,1987
47033,907
47035,1669
47037,32679
47041,786
47039,679
47043,1763
47045,2336
47047,1759
47049,944
47051,1336
47053,2227
47055,1007
47057,636
47059,1876
47061,587
47063,2547
47065,12175
47067,125
47069,1931
47071,1435
47073,1272
47075,1320
47077,1441
47079,837
47081,829
47083,431
47085,465
47087,471
47089,1604
47091,1192
47093,13193
47095,990
47097,1495
47099,1707
47101,442
47103,945
47105,1690
47111,1381
47113,3918
47115,812
47117,1190
47119,3458
47107,1712
47109,1150
47121,337
47123,1521
47125,4389
47127,283
47129,458
47131,1855
80047,4278
47133,1261
47135,343
47137,287
47139,540
47141,4610
47143,1141
47145,1420
47147,2681
47149,12406
47151,408
47153,363
47155,3497
47157,37335
47159,1032
47161,348
47163,3981
47165,6371
47167,2466
47169,1789
90047,2230
47171,477
47173,555
47175,212
47177,1507
47179,3767
47181,1619
47183,1610
47185,1252
47187,7387
47189,4920
48001,2970
48003,655
48005,2317
48007,350
48009,160
48011,27
48013,1292
48015,514
48017,296
48019,185
48021,2011
48023,43
48025,1865
48027,6496
48029,65423
48031,162
48033,2
48035,413
48037,1963
48039,12387
48041,7626
48043,249
48045,22
48047,359
48049,688
48051,475
48053,1083
48055,1705
48057,932
48059,137
48061,24180
48063,399
48065,58
48067,537
48069,311
48071,1571
48073,1643
48075,122
48077,125
48079,109
48081,128
48083,93
48085,18247
48087,22
48089,504
48091,2891
48093,371
48095,144
48097,566
48099,1976
48101,40
48103,77
48105,166
48107,123
48109,102
48111,371
48113,95402
48115,870
48123,1086
48117,1058
48119,35
48121,14672
48125,51
48127,293
48129,99
48131,492
48133,256
48135,6486
48137,72
48141,45039
48139,4999
48143,1042
48145,686
48147,793
48149,676
48151,107
48153,142
48155,22
48157,17634
48159,221
48161,460
48163,1017
48165,543
48167,12533
48169,126
48171,367
48173,13
48175,166
48177,1128
48179,495
48181,2661
48183,2577
48185,1191
48187,3899
48189,2632
48191,47
48193,201
48195,216
48197,63
48199,1452
48201,160984
48203,1096
48205,171
48207,85
48209,6119
48211,145
48213,1310
48215,35662
48217,852
48219,665
48221,1214
48223,673
48225,428
48227,1205
48229,106
48231,2043
48233,344
48235,13
48237,153
48239,654
48241,515
48243,23
48245,8387
48247,179
48249,1637
48251,3754
48253,600
48255,961
48257,3594
48259,391
48261,11
48263,10
48265,706
48267,27
48269,1
48271,79
48273,1030
48275,113
48283,378
48277,1839
48279,538
48281,311
48285,1164
48287,243
48289,361
48291,2295
48293,681
48295,69
48297,383
48299,188
48301,0
48303,18712
48305,187
48313,767
48315,172
48317,92
48319,82
48321,1114
48323,4273
48307,212
48309,10077
48311,25
48325,1285
48327,75
48329,5470
48331,549
48333,78
48335,196
48337,290
48339,14076
48341,1345
48343,229
48345,17
48347,1811
48349,1458
48351,188
48353,426
48355,21286
48357,305
48359,27
48361,2221
80048,0
48363,731
48365,477
48367,2504
48369,579
48371,509
48373,918
48375,8096
48377,135
48379,95
48381,5218
48383,95
48385,125
48387,199
48389,277
48391,312
48393,14
48395,431
48397,1962
48399,302
48401,1028
48403,99
48405,221
48407,240
48409,1572
48411,117
48413,55
48415,1112
48417,40
48419,553
48421,77
48423,4581
48425,159
48427,3578
48429,165
48431,18
48433,19
48435,111
48437,152
48439,66110
48441,2127
48443,4
48445,573
48447,19
48449,1739
48451,4862
48453,31943
48455,206
48457,269
90048,0
48459,499
48461,27
48463,836
48465,2562
48467,708
48469,4279
48471,3930
48473,1004
48475,166
48477,705
48479,15175
48481,1440
48483,83
48485,3844
48487,365
48489,1232
48491,9529
48493,1006
48495,150
48497,944
48499,655
48501,304
48503,591
48505,352
48507,469
,5336
49001,0
49003,0
49005,0
49007,0
,1318
49009,0
49011,8537
49013,0
49015,0
49017,0
49019,0
49021,0
49023,0
49025,0
49027,0
49029,0
80049,0
49031,0
49033,0
49035,47429
49037,831
49039,0
49041,0
,512
,6273
49043,1427
49045,1477
,470
49047,0
90049,0
49049,29030
49051,1160
49053,0
49055,0
49057,0
,6840
50001,122
50003,142
50005,44
50007,986
50009,7
50011,142
50013,17
50015,63
50017,34
50019,35
80050,0
50021,136
90050,8
50023,133
50025,148
50027,124
00078,1353
51001,1214
51003,1593
51510,4285
51005,114
51007,147
51009,614
51011,300
51013,4647
51015,687
51017,24
51019,1262
51021,71
51023,405
51520,284
51025,421
51027,268
51029,751
51530,121
51031,753
51033,429
51035,615
51036,102
51037,216
51540,1607
51550,4945
51041,7162
51043,121
51570,309
51580,37
51045,50
51047,1390
51049,121
51590,1215
51051,143
51053,533
51595,297
51057,198
51059,23832
51600,160
51610,75
51061,1110
51063,249
51065,430
51067,886
51620,498
51069,1186
51630,591
51640,453
51071,135
51073,352
51075,331
51077,388
51079,293
51081,906
51083,536
51650,2138
51085,1666
51660,3050
51087,6394
51089,1336
51091,10
51670,520
51093,875
51095,960
51099,278
51101,211
51097,85
51103,200
51105,509
51678,239
51107,7908
51109,404
51111,152
51680,2016
51113,133
51683,2050
51685,653
51690,488
51115,136
51117,888
51119,146
51121,2812
51125,140
51127,294
51700,3225
51710,5419
51131,320
51133,224
51720,51
51135,358
51137,412
80051,0
51139,482
51141,320
51730,936
51143,1323
51735,97
51740,2852
51145,315
51147,768
51149,1105
51153,14350
51155,302
51750,939
51157,72
51159,370
51760,5368
51161,1541
51770,2810
51163,153
51165,1769
51167,494
51775,584
51169,404
51171,975
51173,633
51175,923
51177,2468
51179,2396
51790,402
51800,2317
51181,142
51183,638
51185,529
90051,0
51810,8001
51187,605
51191,1010
51820,399
51193,343
51830,218
51840,621
51195,660
51197,341
51199,646
53001,924
53003,252
53005,5275
53007,2006
53009,269
53011,4417
53013,14
53015,817
53017,1237
53019,35
53021,4869
53023,17
53025,3350
53027,714
53029,384
53031,87
53033,27021
53035,1527
53037,749
53039,208
53041,731
53043,79
53045,524
53047,1114
80053,0
53049,119
53051,144
53053,10228
53055,33
53057,1256
53059,72
53061,8787
53063,9507
53065,264
53067,1630
90053,419
53069,10
53071,1163
53073,1588
53075,1817
53077,11900
54001,185
54003,1615
54005,381
54007,67
54009,237
54011,1453
54013,36
54015,64
54017,71
54019,786
54021,64
54023,194
54025,200
54027,133
54029,224
54031,107
54033,660
54035,388
54037,603
54039,3683
54041,94
54043,253
54045,770
54049,391
54051,341
54053,178
54047,126
54055,762
54057,223
54059,609
54061,2316
54063,257
54065,151
54067,188
54069,560
80054,0
54071,77
54073,30
54075,70
54077,200
54079,884
54081,825
54083,419
54085,41
54087,111
54089,119
54091,168
54093,64
54095,35
90054,0
54097,265
54099,595
54101,32
54103,183
54105,53
54107,616
54109,309
55001,546
55003,282
55005,1178
55007,245
55009,15738
55011,294
55013,314
55015,2739
55017,1789
55019,909
55021,1820
55023,347
55025,15153
55027,4343
55029,871
55031,798
55033,1102
55035,3656
55037,214
55039,4695
55041,486
55043,1906
55045,982
55047,767
55049,500
55051,194
55053,544
55055,2840
55057,808
55059,5241
55061,1105
55063,4366
55065,562
55067,1024
55069,834
55071,2867
55073,4896
55075,1777
55077,628
55078,315
55079,41292
55081,1166
55083,2158
55085,1287
80055,0
55087,9443
55089,2340
55091,156
55093,737
55095,584
55097,2815
55099,372
55101,7604
55103,478
55105,5197
55107,223
55111,1810
55113,391
55115,2506
55117,4929
55109,1912
55119,502
55121,1065
90055,0
55123,515
55125,585
55127,3449
55129,252
55131,4583
55133,12728
55135,2457
55137,1051
55139,8960
55141,1773
56001,1450
56003,245
56005,1043
56007,325
56009,319
56011,116
56013,1373
56015,162
56017,55
56019,116
56021,1656
56023,353
56025,1457
56027,16
80056,0
56029,661
56031,142
56033,765
56035,175
56037,522
56039,779
56041,469
90056,0
56043,153
56045,155
